,error,X1,X2,X3,y
75,0.163934249,0.590305164,0.415317462,0.535719308,3.540441493
76,0.133915533,0.582222888,0.399483455,0.694308322,3.72837869
77,0.228252324,0.500512529,0.368005818,0.486405678,2.93225349
78,0.282868877,0.469368779,0.30435741,0.545869477,2.758093274
79,0.216666995,0.525136634,0.328069248,0.34414583,2.89265168
80,0.014086185,0.485879913,0.30609867,0.354682052,2.673216471
81,0.211750408,0.485459465,0.314408507,0.347013778,2.673868154
82,0.256826323,0.489058094,0.283087135,0.514980783,2.804598495
83,0.04289516,0.462676569,0.292976904,0.527552519,2.689065564
84,0.060079699,0.605082473,0.185583874,0.445608584,3.248414842
85,0.096520862,0.583429625,0.153243929,0.545057601,3.200025767
86,0.010126821,0.563560407,0.204400109,0.467249837,3.069239256
87,0.285449947,0.580078689,0.215891962,0.341015651,3.072073798
88,0.28883159,0.552932745,0.224875037,0.457624614,3.024871181
89,0.252205106,0.588358282,0.193872987,0.41441241,3.145089733
90,0.076691466,0.619022547,0.232416074,0.553933737,3.478490193
91,0.246595532,0.621538768,0.202178842,0.522789943,3.422843138
92,0.061949942,0.61196066,0.192472178,0.442682482,3.28788341
93,0.207718563,0.618285693,0.193245648,0.592658101,3.478562512
94,0.237280512,0.608937224,0.180453758,0.432139593,3.252920752
95,0.00445641,0.574424604,0.209083771,0.50743085,3.168383212
96,0.227163364,0.576041195,0.310443046,0.476972958,3.255685959
97,0.100767189,0.603295721,0.297153102,0.497013308,3.405752243
98,0.133771195,0.603562881,0.294330012,0.469983304,3.375238438
99,0.099548788,0.575031355,0.304677459,0.520761518,3.291685668
100,0.065094357,0.576166952,0.420110392,0.542425319,3.47951485
101,0.255326644,0.599272004,0.512222075,0.3087195,3.477684118
102,0.25362558,0.617552236,0.517243789,0.539740561,3.857352788
103,0.034361922,0.601288471,0.500886805,0.412140786,3.575591224
104,0.138498176,0.601747907,0.520876502,0.304477299,3.499147372
105,0.097897691,0.591621832,0.517940202,0.504101166,3.663410517
106,0.301868405,0.591968529,0.478653875,0.506584297,3.60603504
107,0.225076459,0.7002924,0.63640743,0.32827537,4.234458735
108,0.323627763,0.677455724,0.585018341,0.531378647,4.300763137
109,0.226554667,0.698031934,0.593185513,0.379672557,4.211175281
110,0.113297646,0.685804654,0.597608257,0.458643222,4.258579143
111,0.107873466,0.678696656,0.626310668,0.546707988,4.413937424
112,0.308804618,0.691020315,0.606490078,0.575085771,4.495159655
113,0.202608933,0.705906562,0.579391454,0.390603141,4.244332326
114,0.135295809,0.625702037,0.584748521,0.598507957,4.122795815
115,0.207141263,0.574939388,0.599939074,0.560285726,3.797025928
116,0.03113464,0.602387479,0.570228308,0.593986586,3.954734976
117,0.004778417,0.630169496,0.505012199,0.530482835,3.892814255
118,0.203234319,0.597291479,0.462989937,0.562752252,3.690282096
119,0.024090949,0.58959821,0.487164581,0.423960814,3.505073958
120,0.219100227,0.654250205,0.503519157,0.661019912,4.249129739
121,0.261905258,0.611869496,0.509781878,0.614808569,3.935158427
122,0.096867962,0.60495014,0.499238578,0.473416714,3.666050991
123,0.079550494,0.590549691,0.359013826,0.538707331,3.466403871
124,0.057956871,0.614300544,0.40275743,0.507955417,3.616128942
125,0.288831636,0.505871102,0.424891256,0.515666124,3.068684434
126,0.32130717,0.489933499,0.413682762,0.495752917,2.943598063
127,0.227073191,0.498069716,0.398260611,0.594525072,3.094962794
128,0.063675862,0.504438096,0.285993173,0.484236435,2.857246281
129,0.278837582,0.503524942,0.290208592,0.498504876,2.87141805
130,0.11229444,0.530220127,0.322463548,0.532690106,3.088394007
131,0.153988687,0.502788783,0.309622607,0.355754401,2.765598747
132,0.145169921,0.481231918,0.308020796,0.507611496,2.782318299
133,0.213979339,0.495846081,0.311628805,0.578547445,2.948786881
134,0.259465528,0.523797064,0.286516573,0.609674168,3.110690112
135,0.187704801,0.596283596,0.331285144,0.542922296,3.465699739
136,0.261197976,0.636511289,0.193235159,0.450948182,3.422528476
137,0.166545103,0.625062043,0.194142367,0.662055868,3.613874773
138,0.091557053,0.609913279,0.222673746,0.597314852,3.474507651
139,0.30736484,0.579493068,0.226739519,0.63128552,3.366351178
140,0.006586625,0.574102482,0.229176434,0.785713944,3.614845883
141,0.271381603,0.592326248,0.214302624,0.342729641,3.134825308
142,0.283258182,0.590214122,0.203078991,0.544001699,3.283710561
143,0.061634936,0.607955491,0.30359776,0.754954854,3.840930694
144,0.181006148,0.611523344,0.327007005,0.578418526,3.589406126
145,0.066269931,0.622272619,0.291533608,0.520370353,3.526067875
146,0.118826473,0.6129435,0.315706028,0.45560748,3.435291136
147,0.268385732,0.625555296,0.313298236,0.376075766,3.426532481
148,0.189820058,0.606018498,0.297763993,0.448434058,3.37077317
149,0.158824314,0.6291529,0.274040235,0.431169096,3.449698307
150,0.008219787,0.603134156,0.509378489,0.663283388,3.974497912
151,0.272122587,0.588063851,0.519258115,0.569768037,3.742880478
152,0.17534929,0.594185293,0.513750147,0.527928503,3.704317691
153,0.224812257,0.601677438,0.465496225,0.639971306,3.845667174
154,0.256373461,0.581354079,0.508545004,0.341649594,3.407281065
155,0.279208659,0.623296629,0.476442555,0.399703208,3.644734053
156,0.230284012,0.597433422,0.603905767,0.209780714,3.512476338
157,0.110428276,0.577120653,0.618716474,0.334690788,3.544923501
158,0.015120085,0.623008802,0.571062545,0.517938757,3.948640364
159,0.102076262,0.68836457,0.573210058,0.559503901,4.387077598
160,0.047819992,0.670913684,0.599253537,0.364521371,4.055219041
161,0.30687946,0.63348013,0.631819124,0.504072207,4.098179771
162,0.332482032,0.594657216,0.612871563,0.365406503,3.664031111
163,0.060850086,0.586935417,0.589939686,0.413737783,3.640047909
164,0.006798273,0.587949524,0.586795655,0.321950085,3.539597053
165,0.234832135,0.589532145,0.599064225,0.720526153,4.189538553
166,0.091315107,0.605985698,0.611998028,0.726294213,4.326302582
167,0.172640979,0.568588823,0.502701936,0.390826968,3.378771192
168,0.221820689,0.582500219,0.498972118,0.514025041,3.596095026
169,0.008616191,0.602800313,0.510284448,0.35248442,3.535034456
170,0.244734381,0.577909064,0.503122885,0.572353716,3.663008915
171,0.220159422,0.603630042,0.516963123,0.589763544,3.85860995
172,0.082194768,0.595426659,0.521862433,0.463290856,3.636831193
173,0.002537708,0.577803601,0.381083749,0.580205163,3.485074518
174,0.046054766,0.494852981,0.394431215,0.494454575,2.943748468
175,0.14443055,0.530166677,0.424156864,0.462188582,3.137342599
176,0.329703452,0.488425141,0.428909254,0.36177231,2.825012732
177,0.244345168,0.504978784,0.42519361,0.539934471,3.094952922
178,0.28526043,0.503991198,0.400706858,0.490677409,2.996846874
179,0.280137679,0.491907016,0.283832421,0.544949811,2.854100697
180,0.271733931,0.485245057,0.298345686,0.27135226,2.613783406
181,0.330752643,0.504044954,0.287259132,0.606259919,3.001136657
182,0.29575658,0.495414554,0.261924101,0.372689447,2.694163727
183,0.012118185,0.486872062,0.347791105,0.460494697,2.808920261
184,0.135793789,0.514879977,0.304770517,0.409488997,2.864462797
185,0.129733925,0.492996618,0.307988873,0.517009973,2.855039623
186,0.258479,0.48677079,0.339560333,0.570338679,2.923218817
187,0.157892956,0.576985103,0.301939373,0.634496735,3.452609558
188,0.242471697,0.599616725,0.290719362,0.566065753,3.461339449
189,0.087176162,0.604776638,0.290851337,0.433937805,3.342848456
190,0.142985895,0.620084068,0.313131691,0.481524451,3.497114099
191,0.002825118,0.600717939,0.321104664,0.487563403,3.410695992
192,0.300828656,0.617629008,0.300275165,0.627419434,3.658017829
193,0.012763763,0.599838762,0.303103811,0.553804517,3.462295445
194,0.326854893,0.584560163,0.287295124,0.490814213,3.288431696
195,0.214324709,0.600535943,0.293434438,0.392269591,3.287394004
196,0.092535716,0.590979521,0.288007096,0.555184981,3.397962517
197,0.113489491,0.569639491,0.327980305,0.290235581,3.088666759
198,0.215276412,0.607459869,0.299997537,0.461679306,3.393973395
199,0.301162262,0.592975728,0.279281821,0.618230231,3.48393683
200,0.098861423,0.622644472,0.491115407,0.447211651,3.717364221
201,0.050842212,0.611263292,0.522910885,0.469713464,3.733660363
202,0.190325046,0.595313913,0.473057233,0.55255339,3.680273154
203,0.179134561,0.594579094,0.512432414,0.497188,3.661353357
204,0.284093362,0.581387717,0.49268689,0.393216549,3.435745358
205,0.274503007,0.621619135,0.48805177,0.513171335,3.792805435
206,0.191949845,0.596228307,0.612210764,0.381545067,3.690028771
207,0.088701393,0.605910836,0.596987877,0.701290466,4.238192765
208,0.119543063,0.57866982,0.670663336,0.492104446,3.844273981
209,0.010301832,0.578335583,0.615898829,0.636313159,3.981953609
210,0.219056945,0.614413741,0.594580516,0.467925013,3.869931938
211,0.044208732,0.584574571,0.58367367,0.504265377,3.735885692
212,0.198553384,0.595679883,0.584008073,0.609010182,3.969069893
213,0.305696981,0.595532093,0.625369113,0.660479138,4.148830611
214,0.191998245,0.608203185,0.641408433,0.588272377,4.114978759
215,0.200101753,0.57751101,0.608907721,0.503962064,3.740756259
216,0.001968607,0.611249488,0.588227464,0.495455672,3.880167501
217,0.029156739,0.613115145,0.506542757,0.466210629,3.713074436
218,0.059294782,0.611622002,0.505686638,0.44976878,3.683030732
219,0.133409586,0.611451234,0.511072515,0.301179951,3.534006141
220,0.303118763,0.563797596,0.492796999,0.57924367,3.578058102
221,0.327821992,0.575155975,0.508509311,0.54379982,3.613265748
222,0.327776816,0.512285831,0.479677542,0.293951688,2.961386036
223,0.17172527,0.470808146,0.39864468,0.467701899,2.79082721
224,0.267121883,0.494537241,0.411747238,0.451280625,2.917910631
225,0.028420816,0.450675323,0.428827733,0.732806664,3.114038603
226,0.186997798,0.506941971,0.412303189,0.534871704,3.081315138
227,0.163301832,0.489125984,0.405917005,0.577996395,3.033011545
228,0.296072043,0.46386044,0.370117751,0.54693527,2.807697533
229,0.304736623,0.520129166,0.290079971,0.408548152,2.876266358
230,0.030935819,0.506806561,0.276749513,0.592659684,2.985043223
231,0.322726964,0.529009454,0.286391736,0.592854379,3.115081311
232,0.208136876,0.520017409,0.278864252,0.499846358,2.947706824
233,0.058400731,0.461216456,0.333320248,0.283132994,2.52693547
234,0.260573982,0.485343301,0.265873205,0.615041674,2.888790414
235,0.102332209,0.515886066,0.304885222,0.581933476,3.052515126
236,0.022561866,0.463802179,0.300200692,0.514109175,2.688177325
237,0.223569058,0.48349418,0.289695104,0.491316041,2.757626888
238,0.14097294,0.591180814,0.305917393,0.564665371,3.433773651
239,0.248662591,0.56906713,0.286428571,0.371331113,3.099630411
240,0.257482479,0.599193779,0.287808882,0.46905382,3.343779826
241,0.040555896,0.587772697,0.30180022,0.494279629,3.326065936
242,0.270292612,0.589190434,0.298821088,0.77331461,3.77000377
243,0.225319368,0.568860095,0.277141399,0.570361815,3.286494135
244,0.072628257,0.605076699,0.271758511,0.47959753,3.367275221
245,0.149573378,0.620605679,0.300484254,0.496881319,3.501313808
246,0.235801661,0.607323655,0.284666827,0.573549058,3.504643267
247,0.056689873,0.56835268,0.303541178,0.611449448,3.373476126
248,0.163905012,0.593104348,0.271769802,0.464358579,3.289207615
249,0.289191386,0.620856146,0.278888918,0.548903488,3.537526825
250,0.283144889,0.548805639,0.500947716,0.551013764,3.465246134
251,0.302846032,0.598493828,0.486988797,0.474835241,3.613478378
252,0.247545172,0.601285485,0.506287734,0.379447664,3.548413317
253,0.166580116,0.587391994,0.492926335,0.58589563,3.720340492
254,0.067900421,0.604102566,0.474237069,0.444585083,3.588024925
255,0.135879249,0.606651735,0.586662735,0.375770351,3.697965183
256,0.041199656,0.58547467,0.615318865,0.469820543,3.748203867
257,0.254048033,0.570226622,0.580964556,0.549852288,3.719205644
258,0.215813624,0.604000057,0.583258095,0.520162847,3.867424609
259,0.009944545,0.561385547,0.600667943,0.196624297,3.307937333
260,0.019503655,0.594282241,0.596433497,0.560765262,3.901007373
261,0.263315457,0.578026114,0.626305489,0.363998558,3.594167298
262,0.122760342,0.601686542,0.607631493,0.601910014,4.03583918
263,0.00036001,0.603281837,0.621016554,0.626221275,4.116870454
264,0.30129144,0.585548554,0.624019926,0.576889285,3.930716835
265,0.33185634,0.606712348,0.598681014,0.421507742,3.773075587
266,0.252232309,0.598918363,0.590697181,0.490483178,3.808558031
267,0.04929745,0.601400978,0.501969925,0.558402363,3.770242747
268,0.157341367,0.612604804,0.53202411,0.556416233,3.881034538
269,0.159875983,0.584072249,0.515427962,0.465047205,3.566604769
270,0.294954567,0.507356274,0.505212302,0.527521507,3.209250367
271,0.179866863,0.453350018,0.546380172,0.508647872,2.948865756
272,0.21714682,0.48785249,0.489899154,0.450580033,2.986117382
273,0.047005421,0.491270807,0.437746384,0.53961084,3.037188541
274,0.329542112,0.503184845,0.401106262,0.494506104,2.997348066
275,0.271936701,0.507084099,0.380220183,0.410203832,2.907189286
276,0.027678688,0.493191512,0.387185386,0.553769436,2.997181142
277,0.212076875,0.484293006,0.398008492,0.508927724,2.907886266
278,0.059450215,0.517485009,0.386844993,0.608239194,3.205617705
279,0.060889438,0.480356991,0.281176202,0.612916502,2.876664373
280,0.105589354,0.515333901,0.25061576,0.62005232,3.038026607
281,0.310492427,0.475115624,0.309080487,0.523252601,2.768050127
282,0.180460341,0.507937047,0.275122425,0.544562858,2.929066726
283,0.070873084,0.51935012,0.283485214,0.559547839,3.017067727
284,0.061559146,0.473920841,0.271992181,0.548950728,2.750531086
285,0.274857469,0.502254614,0.257100358,0.776318807,3.245730259
286,0.127633602,0.520232305,0.322094456,0.426011992,2.924990163
287,0.120303486,0.530671463,0.279310765,0.367806186,2.890163274
288,0.098661097,0.489305672,0.275029695,0.586415625,2.881660337
289,0.153028309,0.632218643,0.28215113,0.407142859,3.453445902
290,0.109332578,0.55948178,0.289641421,0.466436683,3.13395179
291,0.294670072,0.60809423,0.290383944,0.590590083,3.539363566
292,0.265203921,0.574300658,0.294150431,0.593320445,3.367354036
293,0.149665453,0.598208745,0.301436218,0.483701189,3.369521275
294,0.152245882,0.581276118,0.30202694,0.339696806,3.156074865
295,0.223962651,0.58308852,0.276445671,0.697951731,3.55687154
296,0.080620605,0.604238027,0.295877057,0.42240714,3.335138582
297,0.064408371,0.585652969,0.296747346,0.488580837,3.302775437
298,0.120704308,0.580610277,0.417610712,0.488080231,3.430410411
299,0.225058267,0.571886483,0.382159562,0.506100433,3.356328128
300,0.12796449,0.599995944,0.543091002,0.468616941,3.703236607
301,0.100813086,0.575535966,0.500560028,0.642991282,3.764556167
302,0.195722627,0.588335663,0.467518736,0.376049093,3.420300867
303,0.290160708,0.572234965,0.535247047,0.582857999,3.702718498
304,0.010556996,0.582514622,0.622411513,0.471831651,3.747148932
305,0.011152764,0.62323731,0.579515067,0.587112427,4.078503648
306,0.126798004,0.618355229,0.580042589,0.321343482,3.691922056
307,0.105999838,0.617417543,0.577499982,0.492470061,3.891220003
308,0.089643281,0.619221737,0.582752288,0.367281387,3.75032266
309,0.179144598,0.577732113,0.595106193,0.665841842,3.995858615
310,0.06795868,0.607304762,0.598258825,0.699347291,4.244660162
311,0.232711562,0.566349301,0.621137374,0.393187882,3.554975527
312,0.073465108,0.634727105,0.608945203,0.420710855,3.944135899
313,0.144088628,0.614931526,0.593395448,0.470414257,3.874179592
314,0.2130274,0.572063911,0.653648563,0.44144401,3.703738654
315,0.035286762,0.61807777,0.558729165,0.564295015,3.972000062
316,0.160133104,0.604147419,0.574235199,0.537293341,3.878389747
317,0.285998366,0.626935168,0.499822355,0.653275336,4.072711442
318,0.030540546,0.496261391,0.5018021,0.441093481,3.038619591
319,0.062785779,0.500018706,0.502569319,0.659264091,3.370543134
320,0.195413732,0.502702491,0.525623681,0.648219302,3.404727851
321,0.244689485,0.512822879,0.44361703,0.43990732,3.046195806
322,0.332450277,0.454350182,0.505736155,0.457863211,2.833922647
323,0.29559122,0.511460626,0.377977463,0.563831204,3.097415565
324,0.039875792,0.475189404,0.416654005,0.526393041,2.903846297
325,0.002030408,0.506419332,0.4113583,0.397998773,2.930178567
326,0.065681082,0.499057149,0.454516775,0.497732548,3.050979549
327,0.152941221,0.468506139,0.380381009,0.333060185,2.642876336
328,0.100189514,0.463882019,0.387363589,0.605979701,2.909761502
329,0.32078881,0.504169446,0.42822104,0.561872882,3.12421657
330,0.084276828,0.489834756,0.337552271,0.543892516,2.903868729
331,0.027973463,0.48023934,0.35343759,0.651633404,3.024024894
332,0.210880893,0.502477865,0.310204475,0.512660262,2.903171407
333,0.212908594,0.486147478,0.309565071,0.582923251,2.900098189
334,0.327774601,0.481427391,0.276807987,0.519551049,2.762477552
335,0.089857683,0.516099074,0.28115098,0.422016173,2.857171913
336,0.33269506,0.468681174,0.301408774,0.518189177,2.719800882
337,0.125333834,0.517838712,0.306038409,0.50645472,2.973281276
338,0.274453376,0.463491653,0.314334123,0.384190775,2.584918208
339,0.324273092,0.502422086,0.309544492,0.508781862,2.897884516
340,0.23340548,0.595183311,0.277685029,0.586894162,3.449174245
341,0.199725058,0.581383004,0.315520084,0.448637258,3.261361836
342,0.020139738,0.603584393,0.327696808,0.474435995,3.419777663
343,0.284659374,0.580756007,0.274892278,0.673702407,3.500229337
344,0.050382296,0.589961902,0.289381444,0.386024566,3.222881904
345,0.050623722,0.611106628,0.401527766,0.381913042,3.459887398
346,0.246406334,0.632717413,0.420178717,0.41721976,3.634603046
347,0.143562168,0.590609804,0.388195122,0.587136227,3.575374942
348,0.295083583,0.594054862,0.390800475,0.388694156,3.362200533
349,0.225443643,0.60745816,0.386891346,0.47825337,3.521163338
350,0.12430996,0.631270713,0.524346206,0.334870658,3.690531679
351,0.290366816,0.586933375,0.523577736,0.462823964,3.592396665
352,0.170782607,0.60335503,0.507731306,0.695249864,4.036599604
353,0.200638847,0.586642343,0.598290564,0.459604374,3.710874645
354,0.32530235,0.618268586,0.628041558,0.504233373,4.005567109
355,0.107187937,0.629792974,0.60142781,0.383558333,3.857672854
356,0.021069387,0.57521241,0.605186578,0.430839581,3.622246317
357,0.188244874,0.613069586,0.623385389,0.576996459,4.087085191
358,0.130014207,0.639087546,0.632667177,0.622171637,4.339671557
359,0.145823148,0.606058469,0.622124306,0.557195811,4.010496351
360,0.204138824,0.619715793,0.586139101,0.442414702,3.850137311
361,0.207136301,0.616125797,0.564560414,0.469816999,3.829901731
362,0.074050837,0.636482611,0.581872025,0.395385103,3.875661292
363,0.321306658,0.580461776,0.565360663,0.440712225,3.596797178
364,0.145115131,0.584202849,0.607045649,0.592592802,3.917928858
365,0.328683791,0.628930645,0.598811484,0.579694215,4.134670297
366,0.035800949,0.492011448,0.547303526,0.619368438,3.330765385
367,0.034721663,0.465188211,0.527996216,0.629628391,3.163621495
368,0.102049854,0.473189856,0.463540294,0.54407487,2.980552104
369,0.011976527,0.503990737,0.507425726,0.571835495,3.256902358
370,0.22304393,0.492735805,0.484685685,0.34238745,2.902276338
371,0.283915663,0.515583963,0.507071337,0.455775309,3.168033708
372,0.021433664,0.492023991,0.510810511,0.516581679,3.118566588
373,0.152590706,0.485151062,0.375966608,0.471693234,2.844129612
374,0.074200822,0.508848204,0.415339082,0.614432882,3.208427122
375,0.237715081,0.47576475,0.428532863,0.410660932,2.799170795
376,0.179425793,0.493074768,0.416572371,0.512245071,2.983748567
377,0.261289141,0.494316613,0.378739583,0.502334702,2.929877414
378,0.133176404,0.50591801,0.392109781,0.390143545,2.897514416
379,0.078811596,0.502092756,0.396269993,0.611822237,3.139976491
380,0.277063204,0.486805516,0.309044119,0.497352952,2.802208967
381,0.06189369,0.516405101,0.273804499,0.499216448,2.922580128
382,0.182809272,0.471006031,0.305601457,0.536747993,2.7575778
383,0.126422035,0.507801287,0.304733681,0.489520175,2.900673543
384,0.146761128,0.535909838,0.250379419,0.506756733,3.008369424
385,0.084339871,0.525302891,0.298693868,0.422825389,2.924012385
386,0.078525961,0.507288895,0.307104563,0.505576202,2.917514829
387,0.153660524,0.496307489,0.313105666,0.451502254,2.811937179
388,0.205227038,0.469861047,0.269649832,0.465613344,2.640943791
389,0.276952826,0.505051431,0.271612884,0.539363536,2.903916727
390,0.306208353,0.494463776,0.30790506,0.4018711,2.754394804
391,0.14646359,0.500201446,0.296742146,0.277722549,2.692929007
392,0.14540729,0.603137699,0.376571088,0.658792945,3.742671453
393,0.200351364,0.614527335,0.403405817,0.490947722,3.597121603
394,0.196098288,0.5541569,0.407055623,0.529097762,3.32329676
395,0.299257256,0.594072734,0.436024621,0.585031581,3.66379705
396,0.254342039,0.62888012,0.3813554,0.408959052,3.554388626
397,0.306186851,0.599829726,0.453567905,0.434648185,3.523489619
398,0.199867998,0.586297233,0.397947158,0.490724518,3.43700684
399,0.310787176,0.573162633,0.370974846,0.630562867,3.522305107
400,0.317750562,0.525187902,0.47905927,0.470454672,3.196291048
401,0.048352758,0.595758672,0.623181835,0.549818339,3.94161685
402,0.166315657,0.599090279,0.590965501,0.589294003,3.966603513
403,0.083187727,0.623845286,0.592877316,0.673671733,4.274798277
404,0.0146329,0.604682758,0.587380554,0.200356376,3.518797257
405,0.231111656,0.603679922,0.582613946,0.503085177,3.83904934
406,0.179038311,0.61234344,0.600120356,0.522812767,3.949009947
407,0.015884357,0.599328618,0.568070233,0.505223739,3.792323459
408,0.001273045,0.610332174,0.575281555,0.520154901,3.888609561
409,0.061542806,0.603202455,0.579109644,0.632286181,4.045900171
410,0.324619478,0.600811174,0.584104987,0.482325673,3.795973469
411,0.203247526,0.60219978,0.600313097,0.572840492,3.973523477
412,0.110122649,0.618150448,0.625301526,0.49392048,3.984080393
413,0.071679116,0.583590591,0.577717008,0.346192983,3.526639057
414,0.09124237,0.469776481,0.611074305,0.575377774,3.243124018
415,0.24442766,0.516092188,0.617642659,0.439856908,3.327462373
416,0.126903432,0.474876089,0.586913491,0.563619321,3.21206502
417,0.224831173,0.46192699,0.514054294,0.509802996,2.94849521
418,0.28850495,0.507160279,0.492706497,0.332336202,2.981355856
419,0.064843467,0.470808819,0.521799062,0.530510383,3.036284296
420,0.080667133,0.485815624,0.50279187,0.5597989,3.130782259
421,0.278670817,0.480024702,0.482954989,0.486874849,2.974526021
422,0.009787398,0.462379948,0.415580511,0.578135041,2.900027174
423,0.280437768,0.499303015,0.387096996,0.640428713,3.156592768
424,0.111401274,0.522671052,0.403324616,0.443005109,3.04974368
425,0.115491164,0.539004588,0.385735879,0.57197952,3.268788681
426,0.263708088,0.512187914,0.369604087,0.55005556,3.072230633
427,0.321933736,0.493204913,0.393085547,0.529251924,2.974002265
428,0.041762198,0.503221673,0.387411791,0.396118607,2.882801036
429,0.305872602,0.503222697,0.369414571,0.506851201,2.971234781
430,0.089882212,0.493001471,0.40733219,0.536908832,3.001341253
431,0.159408898,0.516597144,0.299932378,0.349120316,2.82368602
432,0.23388281,0.491897043,0.313592874,0.634085086,3.008390535
433,0.129065231,0.507489307,0.283905963,0.586359671,2.988614455
434,0.061787639,0.49906215,0.303957422,0.442785929,2.80884882
435,0.176833618,0.495929349,0.317069707,0.435496928,2.799733942
